base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,timezone,visibility,weather,wind
stations,{'all': 35},200,"{'lon': 86.23, 'lat': 57.07}",1562253153.0,1495256.0,"{'temp': 291.739, 'pressure': 1006.77, 'humidity': 87, 'temp_min': 291.739, 'temp_max': 291.739, 'sea_level': 1006.77, 'grnd_level': 990.4}",,Pervomayskoye,{'3h': 0.375},,"{'message': 0.0091, 'country': 'RU', 'sunrise': 1562189236, 'sunset': 1562253069}",25200.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.88, 'deg': 202.223}"
stations,{'all': 100},200,"{'lon': 77.8, 'lat': 11.8}",1562253153.0,1263101.0,"{'temp': 298.939, 'pressure': 1009.2, 'humidity': 63, 'temp_min': 298.939, 'temp_max': 298.939, 'sea_level': 1009.2, 'grnd_level': 938.48}",,Mettur,,,"{'message': 0.0054, 'country': 'IN', 'sunrise': 1562200137, 'sunset': 1562246214}",19800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 4.78, 'deg': 281.303}"
,,404,,,,,city not found,,,,,,,,
stations,{'all': 0},200,"{'lon': 44.7, 'lat': 38.23}",1562253153.0,117656.0,"{'temp': 292.039, 'pressure': 1008.62, 'humidity': 41, 'temp_min': 292.039, 'temp_max': 292.039, 'sea_level': 1008.62, 'grnd_level': 760.85}",,Ayan,,,"{'message': 0.0081, 'country': 'IR', 'sunrise': 1562204560, 'sunset': 1562257681}",16200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.4, 'deg': 63.872}"
stations,{'all': 0},200,"{'lon': -71.34, 'lat': -29.95}",1562253007.0,3893629.0,"{'temp': 286.15, 'pressure': 1015, 'humidity': 76, 'temp_min': 286.15, 'temp_max': 286.15}",,Coquimbo,,,"{'type': 1, 'id': 8514, 'message': 0.0072, 'country': 'CL', 'sunrise': 1562240495, 'sunset': 1562277452}",-14400.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 1.5, 'deg': 260}"
,,404,,,,,city not found,,,,,,,,
stations,{'all': 90},200,"{'lon': -161.76, 'lat': 60.79}",1562253153.0,5880568.0,"{'temp': 283.67, 'pressure': 1026, 'humidity': 100, 'temp_min': 283.15, 'temp_max': 284.15}",,Bethel,,,"{'type': 1, 'id': 7640, 'message': 0.0075, 'country': 'US', 'sunrise': 1562246634, 'sunset': 1562314719}",-28800.0,1207.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 1.5, 'deg': 130}"
stations,{'all': 1},200,"{'lon': -117.74, 'lat': 40.97}",1562253154.0,5710360.0,"{'temp': 290.02, 'pressure': 1017, 'humidity': 44, 'temp_min': 288.15, 'temp_max': 291.48}",,Winnemucca,,,"{'type': 1, 'id': 6249, 'message': 0.0057, 'country': 'US', 'sunrise': 1562243044, 'sunset': 1562297177}",-25200.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 1.5, 'deg': 300}"
stations,{'all': 7},200,"{'lon': -15.05, 'lat': 13.79}",1562253154.0,2413070.0,"{'temp': 310.539, 'pressure': 1009.26, 'humidity': 32, 'temp_min': 310.539, 'temp_max': 310.539, 'sea_level': 1009.26, 'grnd_level': 1005.54}",,Nioro,,,"{'message': 0.0061, 'country': 'GM', 'sunrise': 1562222210, 'sunset': 1562268714}",0.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.51, 'deg': 237.011}"
stations,{'all': 0},200,"{'lon': 13.49, 'lat': -14.92}",1562253154.0,3347762.0,"{'temp': 298.15, 'pressure': 1025, 'humidity': 16, 'temp_min': 298.15, 'temp_max': 298.15}",,Lubango,,,"{'type': 1, 'id': 2169, 'message': 0.0067, 'country': 'AO', 'sunrise': 1562218338, 'sunset': 1562258886}",3600.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.6, 'deg': 170}"
stations,{'all': 40},200,"{'lon': -76.53, 'lat': 8.2}",1562253154.0,3669087.0,"{'temp': 302.15, 'pressure': 1009, 'humidity': 79, 'temp_min': 302.15, 'temp_max': 302.15}",,Pueblo Bello,,,"{'type': 1, 'id': 8576, 'message': 0.0065, 'country': 'CO', 'sunrise': 1562237563, 'sunset': 1562282875}",-18000.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.1, 'deg': 350}"
stations,{'all': 0},200,"{'lon': 60.65, 'lat': 25.29}",1562253154.0,1161724.0,"{'temp': 305.15, 'pressure': 995, 'humidity': 75, 'temp_min': 305.15, 'temp_max': 305.15}",,Chabahar,,,"{'type': 1, 'id': 7502, 'message': 0.0057, 'country': 'IR', 'sunrise': 1562202682, 'sunset': 1562251902}",16200.0,5000.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]","{'speed': 3.1, 'deg': 220}"
stations,{'all': 0},200,"{'lon': 14.28, 'lat': -22.12}",1562253154.0,3356832.0,"{'temp': 289.26, 'pressure': 1019, 'humidity': 79, 'temp_min': 289.26, 'temp_max': 289.26}",,Henties Bay,,,"{'type': 3, 'id': 2012545, 'message': 0.0066, 'country': 'NA', 'sunrise': 1562218959, 'sunset': 1562257886}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.71, 'deg': 230, 'gust': 11.62}"
stations,{'all': 14},200,"{'lon': -53.46, 'lat': -33.69}",1562253154.0,3443061.0,"{'temp': 282.139, 'pressure': 1015.09, 'humidity': 63, 'temp_min': 282.139, 'temp_max': 282.139, 'sea_level': 1015.09, 'grnd_level': 1014}",,Chuy,,,"{'message': 0.0055, 'country': 'UY', 'sunrise': 1562236735, 'sunset': 1562272629}",-10800.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 8.12, 'deg': 250.245}"
stations,{'all': 90},200,"{'lon': -76.2, 'lat': -13.71}",1562253155.0,3932145.0,"{'temp': 292.8, 'pressure': 1014, 'humidity': 30, 'temp_min': 290.37, 'temp_max': 295.15}",,Pisco,,,"{'type': 1, 'id': 8691, 'message': 0.0064, 'country': 'PE', 'sunrise': 1562239735, 'sunset': 1562280545}",-18000.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 1.5, 'deg': 190}"
stations,{'all': 50},200,"{'lon': -46, 'lat': -20.63}",1562253155.0,3453439.0,"{'temp': 298.139, 'pressure': 1013.52, 'humidity': 39, 'temp_min': 298.139, 'temp_max': 298.139, 'sea_level': 1013.52, 'grnd_level': 905.76}",,Ponta do Sol,,,"{'message': 0.0071, 'country': 'BR', 'sunrise': 1562233252, 'sunset': 1562272530}",-10800.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.5, 'deg': 289.498}"
stations,{'all': 1},200,"{'lon': -72.92, 'lat': 40.78}",1562253155.0,5110292.0,"{'temp': 302.11, 'pressure': 1019, 'humidity': 65, 'temp_min': 299.26, 'temp_max': 304.82}",,Brookhaven,,,"{'type': 1, 'id': 4430, 'message': 0.0202, 'country': 'US', 'sunrise': 1562232321, 'sunset': 1562286385}",-14400.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.27, 'deg': 79.847}"
stations,{'all': 0},200,"{'lon': 37.34, 'lat': 55.82}",1562253155.0,542374.0,"{'temp': 290.57, 'pressure': 1007, 'humidity': 48, 'temp_min': 289.15, 'temp_max': 292.59}",,Krasnogorsk,,,"{'type': 1, 'id': 9027, 'message': 0.0187, 'country': 'RU', 'sunrise': 1562201551, 'sunset': 1562264223}",10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10, 'deg': 260}"
stations,{'all': 90},200,"{'lon': -99.88, 'lat': 16.86}",1562252950.0,3533462.0,"{'temp': 298.15, 'pressure': 1013, 'humidity': 94, 'temp_min': 298.15, 'temp_max': 298.15}",,Acapulco,,,"{'type': 1, 'id': 7103, 'message': 0.0068, 'country': 'MX', 'sunrise': 1562242233, 'sunset': 1562289415}",-18000.0,8047.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4.6, 'deg': 330}"
stations,{'all': 97},200,"{'lon': 75.18, 'lat': 27.26}",1562253082.0,1258677.0,"{'temp': 310.239, 'pressure': 995.49, 'humidity': 30, 'temp_min': 310.239, 'temp_max': 310.239, 'sea_level': 995.49, 'grnd_level': 948}",,Ramgarh,{'3h': 0.312},,"{'message': 0.0069, 'country': 'IN', 'sunrise': 1562198935, 'sunset': 1562248674}",19800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.46, 'deg': 185.796}"
stations,{'all': 99},200,"{'lon': 73.08, 'lat': -0.6}",1562253155.0,1282256.0,"{'temp': 302.439, 'pressure': 1010.23, 'humidity': 76, 'temp_min': 302.439, 'temp_max': 302.439, 'sea_level': 1010.23, 'grnd_level': 1010.11}",,Hithadhoo,,,"{'message': 0.0065, 'country': 'MV', 'sunrise': 1562202553, 'sunset': 1562246064}",18000.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.54, 'deg': 115.242}"
stations,{'all': 40},200,"{'lon': -79.65, 'lat': 9.55}",1562253156.0,3702577.0,"{'temp': 301.64, 'pressure': 1008, 'humidity': 74, 'temp_min': 301.15, 'temp_max': 302.15}",,Portobelo,,,"{'type': 1, 'id': 7216, 'message': 0.0057, 'country': 'PA', 'sunrise': 1562238171, 'sunset': 1562283765}",-18000.0,9000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 3.1, 'deg': 270}"
stations,{'all': 0},200,"{'lon': 14, 'lat': 31.76}",1562253156.0,2218840.0,"{'temp': 307.339, 'pressure': 1014.46, 'humidity': 18, 'temp_min': 307.339, 'temp_max': 307.339, 'sea_level': 1014.46, 'grnd_level': 947.22}",,Bani Walid,,,"{'message': 0.0061, 'country': 'LY', 'sunrise': 1562212986, 'sunset': 1562263993}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.35, 'deg': 26.848}"
stations,{'all': 1},200,"{'lon': -70.1, 'lat': 41.28}",1562253156.0,4944903.0,"{'temp': 299.96, 'pressure': 1018, 'humidity': 65, 'temp_min': 294.15, 'temp_max': 303.71}",,Nantucket,,,"{'type': 1, 'id': 4119, 'message': 0.0079, 'country': 'US', 'sunrise': 1562231545, 'sunset': 1562285807}",-14400.0,16093.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]","{'speed': 3.1, 'deg': 250}"
stations,{'all': 20},200,"{'lon': -76.41, 'lat': 17.88}",1562253156.0,3489440.0,"{'temp': 303.15, 'pressure': 1014, 'humidity': 62, 'temp_min': 303.15, 'temp_max': 303.15}",,Morant Bay,,,"{'type': 1, 'id': 7105, 'message': 0.0057, 'country': 'JM', 'sunrise': 1562236483, 'sunset': 1562283898}",-18000.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 5.7, 'deg': 120}"
stations,{'all': 57},200,"{'lon': 67.8, 'lat': 66.56}",1562253156.0,1512019.0,"{'temp': 300.739, 'pressure': 1001.71, 'humidity': 49, 'temp_min': 300.739, 'temp_max': 300.739, 'sea_level': 1001.71, 'grnd_level': 995.71}",,Aksarka,,,"{'message': 0.0107, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",18000.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.99, 'deg': 107.832}"
stations,{'all': 67},200,"{'lon': 100.36, 'lat': -0.92}",1562253156.0,1633419.0,"{'temp': 301.839, 'pressure': 1011.28, 'humidity': 79, 'temp_min': 301.839, 'temp_max': 301.839, 'sea_level': 1011.28, 'grnd_level': 1010.69}",,Padang,,,"{'message': 0.0068, 'country': 'ID', 'sunrise': 1562196038, 'sunset': 1562239484}",25200.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.43, 'deg': 155.742}"
stations,{'all': 100},200,"{'lon': -11.44, 'lat': 14.44}",1562253156.0,2455518.0,"{'temp': 312.239, 'pressure': 1007.94, 'humidity': 30, 'temp_min': 312.239, 'temp_max': 312.239, 'sea_level': 1007.94, 'grnd_level': 1000.05}",,Kayes,,,"{'message': 0.0074, 'country': 'ML', 'sunrise': 1562221272, 'sunset': 1562267919}",0.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 5.57, 'deg': 260.149}"
stations,{'all': 0},200,"{'lon': 177.51, 'lat': 64.73}",1562253157.0,2127202.0,"{'temp': 287.1, 'pressure': 1012, 'humidity': 67, 'temp_min': 287.04, 'temp_max': 287.15}",,Anadyr,,,"{'type': 1, 'id': 8872, 'message': 0.0061, 'country': 'RU', 'sunrise': 1562247636, 'sunset': 1562323669}",43200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 7, 'deg': 110}"
stations,{'all': 40},200,"{'lon': -78.63, 'lat': -0.82}",1562253157.0,3654870.0,"{'temp': 286.65, 'pressure': 1030, 'humidity': 76, 'temp_min': 285.15, 'temp_max': 288.15}",,Santa Ines,,,"{'type': 1, 'id': 8541, 'message': 0.007, 'country': 'EC', 'sunrise': 1562238990, 'sunset': 1562282457}",-18000.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4.1, 'deg': 180}"
stations,{'all': 10},200,"{'lon': 116.85, 'lat': -20.74}",1562253157.0,6620339.0,"{'temp': 293.439, 'pressure': 1017, 'humidity': 80, 'temp_min': 293.439, 'temp_max': 293.439, 'sea_level': 1017, 'grnd_level': 1006.74}",,Karratha,,,"{'message': 0.0065, 'country': 'AU', 'sunrise': 1562194181, 'sunset': 1562233424}",28800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.27, 'deg': 305.007}"
stations,{'all': 100},200,"{'lon': 127.67, 'lat': 52}",1562253157.0,2016701.0,"{'temp': 285.539, 'pressure': 1003.02, 'humidity': 93, 'temp_min': 285.539, 'temp_max': 285.539, 'sea_level': 1003.02, 'grnd_level': 968.22}",,Shimanovsk,{'3h': 0.438},,"{'message': 0.0072, 'country': 'RU', 'sunrise': 1562267763, 'sunset': 1562327468}",32400.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.28, 'deg': 349.673}"
stations,{'all': 0},200,"{'lon': -6.06, 'lat': 37.27}",1562253157.0,2515620.0,"{'temp': 299.86, 'pressure': 1015, 'humidity': 48, 'temp_min': 298.15, 'temp_max': 301.48}",,La Puebla del Rio,,,"{'type': 1, 'id': 6444, 'message': 0.006, 'country': 'ES', 'sunrise': 1562216916, 'sunset': 1562269692}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.7, 'deg': 230}"
stations,{'all': 0},200,"{'lon': 121.97, 'lat': 53.97}",1562252959.0,2012938.0,"{'temp': 280.439, 'pressure': 1010.47, 'humidity': 65, 'temp_min': 280.439, 'temp_max': 280.439, 'sea_level': 1010.47, 'grnd_level': 931.26}",,Yerofey Pavlovich,,,"{'message': 0.0071, 'country': 'RU', 'sunrise': 1562268434, 'sunset': 1562329534}",32400.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.12, 'deg': 341.524}"
,,404,,,,,city not found,,,,,,,,
stations,{'all': 84},200,"{'lon': -24.5, 'lat': 14.9}",1562253157.0,3374210.0,"{'temp': 296.339, 'pressure': 1013.99, 'humidity': 86, 'temp_min': 296.339, 'temp_max': 296.339, 'sea_level': 1013.99, 'grnd_level': 1014.02}",,Sao Filipe,,,"{'message': 0.0058, 'country': 'CV', 'sunrise': 1562224357, 'sunset': 1562271104}",-3600.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 7.87, 'deg': 24.798}"
stations,{'all': 20},200,"{'lon': -67.48, 'lat': -45.87}",1562253144.0,3860443.0,"{'temp': 274.15, 'pressure': 1026, 'humidity': 55, 'temp_min': 274.15, 'temp_max': 274.15}",,Comodoro Rivadavia,,,"{'type': 1, 'id': 8284, 'message': 0.0066, 'country': 'AR', 'sunrise': 1562242294, 'sunset': 1562273800}",-10800.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 1.5, 'deg': 290}"
stations,{'all': 75},200,"{'lon': -58.16, 'lat': 6.8}",1562252955.0,3378644.0,"{'temp': 301.7, 'pressure': 1013, 'humidity': 78, 'temp_min': 301.15, 'temp_max': 302.15}",,Georgetown,,,"{'type': 1, 'id': 8776, 'message': 0.0067, 'country': 'GY', 'sunrise': 1562233299, 'sunset': 1562278321}",-14400.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.1, 'deg': 60}"
stations,{'all': 20},200,"{'lon': -122.43, 'lat': 37.46}",1562253158.0,5354943.0,"{'temp': 286.99, 'pressure': 1014, 'humidity': 82, 'temp_min': 284.26, 'temp_max': 289.26}",,Half Moon Bay,,,"{'type': 1, 'id': 5310, 'message': 0.012, 'country': 'US', 'sunrise': 1562244822, 'sunset': 1562297651}",-25200.0,16093.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]","{'speed': 1.73, 'deg': 268.575}"
stations,{'all': 21},200,"{'lon': -65.02, 'lat': -0.41}",1562253158.0,3662489.0,"{'temp': 302.839, 'pressure': 1012.68, 'humidity': 70, 'temp_min': 302.839, 'temp_max': 302.839, 'sea_level': 1012.68, 'grnd_level': 1004.35}",,Santa Isabel do Rio Negro,{'3h': 1},,"{'message': 0.0067, 'country': 'BR', 'sunrise': 1562235682, 'sunset': 1562279231}",-14400.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 0.76, 'deg': 79.675}"
stations,{'all': 90},200,"{'lon': 150.74, 'lat': -23.13}",1562253158.0,2142316.0,"{'temp': 291.15, 'pressure': 1022, 'humidity': 77, 'temp_min': 291.15, 'temp_max': 291.15}",,Yeppoon,,,"{'type': 1, 'id': 9499, 'message': 0.0074, 'country': 'AU', 'sunrise': 1562272728, 'sunset': 1562311428}",36000.0,8000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 3.1, 'deg': 150}"
stations,{'all': 49},200,"{'lon': 167.72, 'lat': -45.41}",1562253218.0,2181625.0,"{'temp': 276.139, 'pressure': 1029.84, 'humidity': 86, 'temp_min': 276.139, 'temp_max': 276.139, 'sea_level': 1029.84, 'grnd_level': 974.91}",,Te Anau,,,"{'message': 0.0061, 'country': 'NZ', 'sunrise': 1562272139, 'sunset': 1562303866}",43200.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.61, 'deg': 105.589}"
stations,{'all': 20},200,"{'lon': 20.71, 'lat': 41.28}",1562253218.0,787487.0,"{'temp': 301.15, 'pressure': 1018, 'humidity': 54, 'temp_min': 301.15, 'temp_max': 301.15}",,Poum,,,"{'type': 1, 'id': 7013, 'message': 0.0061, 'country': 'MK', 'sunrise': 1562209742, 'sunset': 1562264016}",7200.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.1, 'deg': 130}"
stations,{'all': 100},200,"{'lon': 122.88, 'lat': -0.91}",1562253218.0,1637001.0,"{'temp': 290.639, 'pressure': 1013.57, 'humidity': 98, 'temp_min': 290.639, 'temp_max': 290.639, 'sea_level': 1013.57, 'grnd_level': 883.73}",,Biak,,,"{'message': 0.0053, 'country': 'ID', 'sunrise': 1562190631, 'sunset': 1562234079}",28800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 1.51, 'deg': 191.81}"
stations,{'all': 0},200,"{'lon': -101.27, 'lat': 52.11}",1562253218.0,6160362.0,"{'temp': 287.939, 'pressure': 1012.83, 'humidity': 52, 'temp_min': 287.939, 'temp_max': 287.939, 'sea_level': 1012.83, 'grnd_level': 930.45}",,Swan River,,,"{'message': 0.0067, 'country': 'CA', 'sunrise': 1562236254, 'sunset': 1562296061}",-18000.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.24, 'deg': 274.125}"
,,404,,,,,city not found,,,,,,,,
stations,{'all': 53},200,"{'lon': 26.19, 'lat': 59.1}",1562253219.0,588365.0,"{'temp': 289.339, 'pressure': 1005.55, 'humidity': 42, 'temp_min': 289.339, 'temp_max': 289.339, 'sea_level': 1005.55, 'grnd_level': 998.5}",,Vao,,,"{'message': 0.0055, 'country': 'EE', 'sunrise': 1562202576, 'sunset': 1562268551}",10800.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.96, 'deg': 296.021}"
stations,{'all': 75},200,"{'lon': 18.3, 'lat': 57.64}",1562253219.0,2662689.0,"{'temp': 289.61, 'pressure': 1006, 'humidity': 59, 'temp_min': 289.15, 'temp_max': 290.37}",,Visby,,,"{'type': 1, 'id': 1796, 'message': 0.0124, 'country': 'SE', 'sunrise': 1562205268, 'sunset': 1562269647}",7200.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 7.2, 'deg': 210}"
stations,{'all': 0},200,"{'lon': -16.54, 'lat': 14.69}",1562253219.0,2249901.0,"{'temp': 302.15, 'pressure': 1011, 'humidity': 62, 'temp_min': 302.15, 'temp_max': 302.15}",,Gat,,,"{'type': 1, 'id': 2410, 'message': 0.0057, 'country': 'SN', 'sunrise': 1562222469, 'sunset': 1562269171}",0.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.7, 'deg': 250}"
stations,{'all': 100},200,"{'lon': 130.41, 'lat': 67.8}",1562253219.0,2027042.0,"{'temp': 277.339, 'pressure': 1002.78, 'humidity': 74, 'temp_min': 277.339, 'temp_max': 277.339, 'sea_level': 1002.78, 'grnd_level': 899.46}",,Batagay-Alyta,,,"{'message': 0.007, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 1.22, 'deg': 92.951}"
stations,{'all': 0},200,"{'lon': -50.16, 'lat': -13.28}",1562253219.0,3448455.0,"{'temp': 309.539, 'pressure': 1012.74, 'humidity': 21, 'temp_min': 309.539, 'temp_max': 309.539, 'sea_level': 1012.74, 'grnd_level': 984.72}",,Sao Miguel do Araguaia,,,"{'message': 0.0064, 'country': 'BR', 'sunrise': 1562233439, 'sunset': 1562274340}",-10800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 1.73, 'deg': 2.387}"
,,404,,,,,city not found,,,,,,,,
stations,{'all': 81},200,"{'lon': 179.32, 'lat': 63.05}",1562253183.0,2126710.0,"{'temp': 282.839, 'pressure': 1014.79, 'humidity': 87, 'temp_min': 282.839, 'temp_max': 282.839, 'sea_level': 1014.79, 'grnd_level': 997.52}",,Beringovskiy,,,"{'message': 0.0067, 'country': 'RU', 'sunrise': 1562249279, 'sunset': 1562321157}",43200.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.59, 'deg': 223.67}"
stations,{'all': 40},200,"{'lon': 36.89, 'lat': -17.88}",1562253220.0,1028434.0,"{'temp': 298.15, 'pressure': 1020, 'humidity': 57, 'temp_min': 298.15, 'temp_max': 298.15}",,Quelimane,,,"{'type': 1, 'id': 2208, 'message': 0.0064, 'country': 'MZ', 'sunrise': 1562213047, 'sunset': 1562252944}",7200.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 3.6, 'deg': 160}"
stations,{'all': 75},200,"{'lon': -92.19, 'lat': 14.51}",1562253220.0,3592086.0,"{'temp': 301.68, 'pressure': 1013, 'humidity': 65, 'temp_min': 301.15, 'temp_max': 302.15}",,Ocos,,,"{'type': 1, 'id': 7068, 'message': 0.0063, 'country': 'GT', 'sunrise': 1562240648, 'sunset': 1562287308}",-21600.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.45, 'deg': 320.997}"
stations,{'all': 100},200,"{'lon': 135.5, 'lat': -3.36}",1562253220.0,1634614.0,"{'temp': 293.939, 'pressure': 1012.96, 'humidity': 99, 'temp_min': 293.939, 'temp_max': 293.939, 'sea_level': 1012.96, 'grnd_level': 960.82}",,Nabire,{'3h': 2.562},,"{'message': 0.0072, 'country': 'ID', 'sunrise': 1562274260, 'sunset': 1562317213}",32400.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 1.64, 'deg': 213.671}"
stations,{'all': 0},200,"{'lon': -96.99, 'lat': 50.56}",1562253220.0,5961417.0,"{'temp': 295.41, 'pressure': 1015, 'humidity': 45, 'temp_min': 294.82, 'temp_max': 295.93}",,Husavik,,,"{'type': 3, 'id': 19218, 'message': 0.0074, 'country': 'CA', 'sunrise': 1562235723, 'sunset': 1562294537}",-18000.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.42, 'deg': 310.367}"
stations,{'all': 20},200,"{'lon': -88.94, 'lat': 16.17}",1562253220.0,3581398.0,"{'temp': 303.15, 'pressure': 1014, 'humidity': 74, 'temp_min': 303.15, 'temp_max': 303.15}",,Laguna,,,"{'type': 1, 'id': 7081, 'message': 0.0079, 'country': 'BZ', 'sunrise': 1562239684, 'sunset': 1562286712}",-21600.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 2.1, 'deg': 270}"
stations,{'all': 83},200,"{'lon': -0.84, 'lat': 51.28}",1562253220.0,2649322.0,"{'temp': 297.71, 'pressure': 1023, 'humidity': 41, 'temp_min': 294.26, 'temp_max': 300.37}",,Fleet,,,"{'type': 1, 'id': 1415, 'message': 0.0097, 'country': 'GB', 'sunrise': 1562212410, 'sunset': 1562271693}",3600.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",{'speed': 1.5}
